uid1,uid2,weight
17,23,0.000000
17,24,0.000000
17,1,0.000000
17,6,0.000000
17,71,0.000000
17,53,0.000000
17,87,0.000000
17,46,0.000000
17,96,0.000000
17,43,0.000000
17,106,0.000000
17,93,0.000000
161,17,0.926471
161,161,0.000000
161,146,0.000000
161,90,0.000000
161,105,0.000000
161,129,0.000000
161,62,0.775847
161,39,0.749713
161,81,0.500000
161,112,0.000000
161,60,0.000000
161,57,0.000000
161,94,0.000000
161,77,0.000000
161,162,0.000000
161,142,0.000000
161,117,0.000000
161,30,0.910189
161,158,0.000000
161,65,0.000000
161,135,0.000000
161,150,0.000000
161,91,0.000000
161,66,0.000000
161,89,0.746782
161,143,0.000000
161,133,0.000000
161,19,0.957652
161,73,0.749836
161,144,0.000000
161,47,0.000000
161,78,0.000000
161,33,0.000000
161,45,0.000000
161,108,0.000000
161,136,0.000000
161,44,0.575301
161,166,0.912828
161,123,0.000000
161,116,0.000000
161,83,0.000000
161,152,0.000000
161,95,0.000000
161,64,0.000000
161,147,0.000000
161,127,0.000000
161,137,0.000000
161,126,0.000000
161,27,0.000000
161,80,0.500000
161,55,0.000000
161,97,0.000000
161,110,0.000000
161,14,0.000000
161,163,0.000000
161,69,0.829155
161,32,0.000000
161,153,0.854874
161,167,0.000000
161,113,0.000000
161,121,0.000000
161,3,0.000000
161,132,0.843901
161,36,0.364001
161,130,0.306380
161,58,0.000000
161,11,0.442395
161,119,0.000000
161,8,0.000000
161,155,0.000000
161,128,0.874847
161,86,0.000000
161,35,0.000000
161,151,0.000000
161,102,0.748009
161,67,0.000000
161,13,0.000000
161,41,0.000000
161,18,0.000000
161,118,0.000000
161,104,0.000000
161,148,0.000000
161,85,0.534608
161,103,0.935011
161,82,0.000000
161,160,0.000000
161,56,0.000000
161,98,0.000000
161,74,0.000000
161,138,0.000000
161,54,0.000000
161,156,0.000000
161,140,0.000000
161,145,0.000000
161,72,0.000000
161,2,0.000000
161,92,0.000000
161,107,0.994330
161,50,0.000000
161,84,0.000000
161,165,0.000000
161,49,0.000000
161,111,0.000000
161,28,0.000000
161,157,0.000000
161,22,0.000000
161,61,0.685947
161,164,0.500000
161,52,0.000000
161,29,0.000000
161,37,0.749993
161,79,0.000000
161,154,0.000000
161,101,0.748406
161,109,0.000000
161,124,0.000000
161,15,0.000000
161,141,0.669734
161,125,0.000000
161,88,0.000000
161,134,0.000000
161,63,0.000000
161,75,0.000000
161,31,0.000000
161,51,0.000000
161,21,0.000000
161,100,0.000000
161,48,0.000000
161,68,0.000000
161,12,0.000000
161,149,0.000000
161,16,0.000000
161,25,0.000000
161,115,0.000000
161,159,0.000000
161,59,0.000000
161,139,0.000000
161,122,0.000000
161,114,0.000000
161,120,0.000000
161,26,0.000000
161,70,0.000000
161,5,0.000000
161,7,0.000000
161,10,0.000000
161,9,0.000000
161,42,0.000000
161,40,0.000000
161,34,0.000000
161,99,0.000000
161,76,0.000000
161,131,0.000000
161,38,0.000000
161,20,0.000000
161,4,0.000000
161,23,0.000000
161,24,0.000000
161,1,0.000000
161,6,0.000000
161,71,0.000000
161,53,0.000000
161,87,0.000000
161,46,0.000000
161,96,0.000000
161,43,0.000000
161,106,0.000000
161,93,0.000000
146,17,0.900922
146,161,0.000000
146,146,0.000000
146,90,0.000000
146,105,0.000000
146,129,0.000000
146,62,0.979531
146,39,0.000000
146,81,0.000000
146,112,0.000000
146,60,0.000000
146,57,0.000000
146,94,0.500000
146,77,0.000000
146,162,0.000000
146,142,0.000000
146,117,0.000000
146,30,0.000000
146,158,0.000000
146,65,0.000000
146,135,0.000000
146,150,0.000000
146,91,0.000000
146,66,0.000000
146,89,0.749044
146,143,0.000000
146,133,0.922971
146,19,0.500000
146,73,0.749034
146,144,0.000000
146,47,0.000000
146,78,0.749214
146,33,0.000000
146,45,0.693406
146,108,0.000000
146,136,0.931883
146,44,0.000000
146,166,0.500000
146,123,0.000000
146,116,0.000000
146,83,0.000000
146,152,0.000000
146,95,0.860896
146,64,0.000000
146,147,0.000000
146,127,0.000000
146,137,0.000000
146,126,0.000000
146,27,0.000000
146,80,0.000000
146,55,0.000000
146,97,0.749975
146,110,0.000000
146,14,0.000000
146,163,0.000000
146,69,0.000000
146,32,0.500000
146,153,0.000000
146,167,0.000000
146,113,0.000000
146,121,0.000000
146,3,0.000000
146,132,0.500000
146,36,0.000000
146,130,0.000000
146,58,0.000000
146,11,0.000000
146,119,0.000000
146,8,0.000000
146,155,0.000000
146,128,0.000000
146,86,0.000000
146,35,0.000000
146,151,0.000000
146,102,0.000000
146,67,0.000000
146,13,0.000000
146,41,0.000000
146,18,0.000000
146,118,0.000000
146,104,0.000000
146,148,0.000000
146,85,0.000000
146,103,0.000000
146,82,0.000000
146,160,0.000000
146,56,0.000000
146,98,0.000000
146,74,0.000000
146,138,0.000000
146,54,0.000000
146,156,0.000000
146,140,0.000000
146,145,0.000000
146,72,0.500000
146,2,0.000000
146,92,0.000000
146,107,0.000000
146,50,0.749011
146,84,0.000000
146,165,0.000000
146,49,0.000000
146,111,0.500000
146,28,0.000000
146,157,0.000000
146,22,0.000000
146,61,0.000000
146,164,0.500000
146,52,0.000000
146,29,0.000000
146,37,0.000000
146,79,0.000000
146,154,0.000000
146,101,0.749436
146,109,0.000000
146,124,0.000000
146,15,0.000000
146,141,0.894951
146,125,0.650034
146,88,0.000000
146,134,0.000000
146,63,0.000000
146,75,0.000000
146,31,0.000000
146,51,0.000000
146,21,0.000000
146,100,0.000000
146,48,0.000000
146,68,0.000000
146,12,0.000000
146,149,0.000000
146,16,0.000000
146,25,0.000000
146,115,0.000000
146,159,0.000000
146,59,0.000000
146,139,0.000000
146,122,0.000000
146,114,0.000000
146,120,0.000000
146,26,0.000000
146,70,0.000000
146,5,0.000000
146,7,0.000000
146,10,0.000000
146,9,0.000000
146,42,0.000000
146,40,0.000000
146,34,0.000000
146,99,0.000000
146,76,0.000000
146,131,0.000000
146,38,0.000000
146,20,0.000000
146,4,0.000000
146,23,0.000000
146,24,0.000000
146,1,0.000000
146,6,0.000000
146,71,0.000000
146,53,0.000000
146,87,0.000000
146,46,0.000000
146,96,0.000000
146,43,0.000000
146,106,0.000000
146,93,0.000000
90,17,0.908801
90,161,0.000000
90,146,0.000000
90,90,0.000000
90,105,0.000000
90,129,0.000000
90,62,0.749664
90,39,0.000000
90,81,0.000000
90,112,0.000000
90,60,0.000000
90,57,0.500000
90,94,0.500000
90,77,0.798911
90,162,0.000000
90,142,0.000000
90,117,0.733495
90,30,0.899622
90,158,0.897217
90,65,0.000000
90,135,0.859449
90,150,0.000000
90,91,0.000000
90,66,0.749818
90,89,0.749501
90,143,0.000000
90,133,0.928719
90,19,0.500000
90,73,0.747954
90,144,0.000000
90,47,0.843856
90,78,0.710321
90,33,0.983061
90,45,0.866047
90,108,0.000000
90,136,0.500000
90,44,0.000000
90,166,0.996895
90,123,0.000000
90,116,0.000000
90,83,0.000000
90,152,0.947840
90,95,0.000000
90,64,0.000000
90,147,0.000000
90,127,0.000000
90,137,0.000000
90,126,0.000000
90,27,0.854143
90,80,0.782455
90,55,0.000000
90,97,0.678008
90,110,0.751687
90,14,0.749524
90,163,0.924775
90,69,0.968039
90,32,0.000000
90,153,0.000000
90,167,0.000000
90,113,0.000000
90,121,0.735055
90,3,0.988614
90,132,0.500000
90,36,0.787497
90,130,0.000000
90,58,0.500000
90,11,0.920111
90,119,0.000000
90,8,0.000000
90,155,0.000000
90,128,0.000000
90,86,0.535290
90,35,0.000000
90,151,0.000000
90,102,0.500000
90,67,0.000000
90,13,0.964792
90,41,0.000000
90,18,0.993240
90,118,0.000000
90,104,0.000000
90,148,0.000000
90,85,0.599401
90,103,0.500000
90,82,0.935877
90,160,0.000000
90,56,0.000000
90,98,0.000000
90,74,0.000000
90,138,0.000000
90,54,0.000000
90,156,0.891692
90,140,0.000000
90,145,0.000000
90,72,0.000000
90,2,0.000000
90,92,0.000000
90,107,0.000000
90,50,0.000000
90,84,0.000000
90,165,0.000000
90,49,0.000000
90,111,0.000000
90,28,0.000000
90,157,0.000000
90,22,0.937196
90,61,0.000000
90,164,0.955618
90,52,0.000000
90,29,0.000000
90,37,0.000000
90,79,0.000000
90,154,0.967624
90,101,0.500000
90,109,0.000000
90,124,0.000000
90,15,0.000000
90,141,0.500000
90,125,0.000000
90,88,0.000000
90,134,0.000000
90,63,0.000000
90,75,0.000000
90,31,0.000000
90,51,0.000000
90,21,0.000000
90,100,0.000000
90,48,0.000000
90,68,0.000000
90,12,0.000000
90,149,0.000000
90,16,0.000000
90,25,0.000000
90,115,0.000000
90,159,0.000000
90,59,0.000000
90,139,0.000000
90,122,0.000000
90,114,0.000000
90,120,0.000000
90,26,0.000000
90,70,0.000000
90,5,0.000000
90,7,0.000000
90,10,0.000000
90,9,0.000000
90,42,0.000000
90,40,0.000000
90,34,0.000000
90,99,0.000000
90,76,0.000000
90,131,0.000000
90,38,0.000000
90,20,0.000000
90,4,0.000000
90,23,0.000000
90,24,0.000000
90,1,0.000000
90,6,0.000000
90,71,0.500000
90,53,0.000000
90,87,0.000000
90,46,0.000000
90,96,0.000000
90,43,0.000000
90,106,0.000000
90,93,0.000000
105,17,0.901610
105,161,0.000000
105,146,0.000000
105,90,0.000000
105,105,0.000000
105,129,0.747688
105,62,0.962601
105,39,0.735797
105,81,0.713645
105,112,0.734516
105,60,0.931435
105,57,0.500000
105,94,0.500000
105,77,0.000000
105,162,0.000000
105,142,0.000000
105,117,0.500000
105,30,0.749557
105,158,0.000000
105,65,0.735466
105,135,0.500000
105,150,0.000000
105,91,0.000000
105,66,0.000000
105,89,0.749137
105,143,0.000000
105,133,0.000000
105,19,0.000000
105,73,0.537485
105,144,0.000000
105,47,0.000000
105,78,0.500000
105,33,0.000000
105,45,0.819417
105,108,0.749982
105,136,0.000000
105,44,0.000000
105,166,0.874748
105,123,0.000000
105,116,0.735426
105,83,0.749978
105,152,0.749987
105,95,0.536800
105,64,0.625502
105,147,0.000000
105,127,0.000000
105,137,0.000000
105,126,0.745043
105,27,0.000000
105,80,0.500000
105,55,0.000000
105,97,0.864377
105,110,0.500000
105,14,0.000000
105,163,0.000000
105,69,0.000000
105,32,0.500000
105,153,0.000000
105,167,0.000000
105,113,0.500000
105,121,0.000000
105,3,0.000000
105,132,0.500000
105,36,0.749988
105,130,0.000000
105,58,0.000000
105,11,0.000000
105,119,0.000000
105,8,0.749973
105,155,0.000000
105,128,0.000000
105,86,0.000000
105,35,0.500000
105,151,0.741784
105,102,0.000000
105,67,0.614684
105,13,0.748659
105,41,0.000000
105,18,0.000000
105,118,0.000000
105,104,0.000000
105,148,0.000000
105,85,0.000000
105,103,0.000000
105,82,0.625299
105,160,0.000000
105,56,0.834955
105,98,0.919437
105,74,0.000000
105,138,0.000000
105,54,0.500000
105,156,0.000000
105,140,0.000000
105,145,0.735485
105,72,0.500000
105,2,0.000000
105,92,0.000000
105,107,0.000000
105,50,0.000000
105,84,0.000000
105,165,0.748622
105,49,0.000000
105,111,0.000000
105,28,0.000000
105,157,0.000000
105,22,0.987203
105,61,0.500000
105,164,0.500000
105,52,0.623942
105,29,0.000000
105,37,0.500000
105,79,0.000000
105,154,0.000000
105,101,0.749508
105,109,0.407531
105,124,0.000000
105,15,0.000000
105,141,0.000000
105,125,0.000000
105,88,0.735150
105,134,0.000000
105,63,0.669505
105,75,0.000000
105,31,0.000000
105,51,0.000000
105,21,0.000000
105,100,0.000000
105,48,0.500000
105,68,0.000000
105,12,0.000000
105,149,0.000000
105,16,0.446986
105,25,0.000000
105,115,0.000000
105,159,0.000000
105,59,0.000000
105,139,0.000000
105,122,0.000000
105,114,0.000000
105,120,0.000000
105,26,0.000000
105,70,0.000000
105,5,0.000000
105,7,0.000000
105,10,0.000000
105,9,0.000000
105,42,0.000000
105,40,0.000000
105,34,0.500000
105,99,0.000000
105,76,0.000000
105,131,0.000000
105,38,0.000000
105,20,0.000000
105,4,0.000000
105,23,0.000000
105,24,0.000000
105,1,0.000000
105,6,0.000000
105,71,0.000000
105,53,0.000000
105,87,0.000000
105,46,0.000000
105,96,0.000000
105,43,0.000000
105,106,0.000000
105,93,0.000000
129,17,0.914559
129,161,0.000000
129,146,0.000000
129,90,0.000000
129,105,0.747688
129,129,0.000000
129,62,0.000000
129,39,0.749825
129,81,0.000000
129,112,0.000000
129,60,0.000000
129,57,0.000000
129,94,0.744445
129,77,0.500000
129,162,0.748897
129,142,0.500000
129,117,0.500000
129,30,0.500000
129,158,0.000000
129,65,0.981963
129,135,0.712532
129,150,0.000000
129,91,0.000000
129,66,0.500000
129,89,0.645291
129,143,0.500000
129,133,0.500000
129,19,0.000000
129,73,0.748566
129,144,0.000000
129,47,0.984116
129,78,0.000000
129,33,0.000000
129,45,0.500000
129,108,0.000000
129,136,0.000000
129,44,0.000000
129,166,0.000000
129,123,0.000000
129,116,0.000000
129,83,0.971188
129,152,0.949471
129,95,0.000000
129,64,0.639549
129,147,0.000000
129,127,0.749996
129,137,0.000000
129,126,0.000000
129,27,0.000000
129,80,0.645477
129,55,0.000000
129,97,0.749121
129,110,0.868238
129,14,0.901962
129,163,0.864765
129,69,0.925322
129,32,0.000000
129,153,0.749964
129,167,0.000000
129,113,0.000000
129,121,0.000000
129,3,0.938950
129,132,0.000000
129,36,0.000000
129,130,0.676968
129,58,0.000000
129,11,0.500000
129,119,0.531255
129,8,0.000000
129,155,0.000000
129,128,0.000000
129,86,0.535290
129,35,0.000000
129,151,0.000000
129,102,0.000000
129,67,0.000000
129,13,0.832158
129,41,0.500000
129,18,0.000000
129,118,0.000000
129,104,0.000000
129,148,0.000000
129,85,0.500000
129,103,0.000000
129,82,0.000000
129,160,0.000000
129,56,0.000000
129,98,0.000000
129,74,0.000000
129,138,0.000000
129,54,0.000000
129,156,0.500000
129,140,0.000000
129,145,0.000000
129,72,0.000000
129,2,0.000000
129,92,0.000000
129,107,0.000000
129,50,0.000000
129,84,0.749981
129,165,0.000000
129,49,0.000000
129,111,0.000000
129,28,0.000000
129,157,0.000000
129,22,0.749008
129,61,0.000000
129,164,0.500000
129,52,0.000000
129,29,0.000000
129,37,0.000000
129,79,0.000000
129,154,0.893216
129,101,0.749581
129,109,0.000000
129,124,0.000000
129,15,0.000000
129,141,0.000000
129,125,0.000000
129,88,0.749982
129,134,0.000000
129,63,0.000000
129,75,0.000000
129,31,0.000000
129,51,0.000000
129,21,0.000000
129,100,0.000000
129,48,0.000000
129,68,0.000000
129,12,0.000000
129,149,0.000000
129,16,0.000000
129,25,0.000000
129,115,0.000000
129,159,0.000000
129,59,0.000000
129,139,0.000000
129,122,0.000000
129,114,0.000000
129,120,0.000000
129,26,0.000000
129,70,0.000000
129,5,0.000000
129,7,0.000000
129,10,0.000000
129,9,0.000000
129,42,0.000000
129,40,0.000000
129,34,0.000000
129,99,0.000000
129,76,0.000000
129,131,0.000000
129,38,0.000000
129,20,0.000000
129,4,0.000000
129,23,0.000000
129,24,0.000000
129,1,0.000000
129,6,0.000000
129,71,0.000000
129,53,0.000000
129,87,0.000000
129,46,0.000000
129,96,0.000000
129,43,0.000000
129,106,0.000000
129,93,0.000000
62,17,0.958613
62,161,0.775847
62,146,0.979531
62,90,0.749664
62,105,0.962601
62,129,0.000000
62,62,0.000000
62,39,0.748081
62,81,0.749995
62,112,0.000000
62,60,0.000000
62,57,0.000000
62,94,0.748769
62,77,0.000000
62,162,0.000000
62,142,0.000000
62,117,0.000000
62,30,0.000000
62,158,0.000000
62,65,0.500000
62,135,0.000000
62,150,0.000000
62,91,0.890785
62,66,0.000000
62,89,0.748602
62,143,0.000000
62,133,0.000000
62,19,0.000000
62,73,0.986456
62,144,0.000000
62,47,0.000000
62,78,0.000000
62,33,0.000000
62,45,0.693178
62,108,0.000000
62,136,0.000000
62,44,0.974867
62,166,0.749236
62,123,0.000000
62,116,0.618295
62,83,0.747892
62,152,0.690525
62,95,0.874984
62,64,0.955700
62,147,0.000000
62,127,0.000000
62,137,0.000000
62,126,0.000000
62,27,0.000000
62,80,0.971075
62,55,0.971503
62,97,0.933625
62,110,0.500000
62,14,0.000000
62,163,0.000000
62,69,0.500000
62,32,0.981013
62,153,0.000000
62,167,0.000000
62,113,0.000000
62,121,0.000000
62,3,0.000000
62,132,0.914971
62,36,0.968648
62,130,0.000000
62,58,0.961965
62,11,0.686871
62,119,0.000000
62,8,0.000000
62,155,0.000000
62,128,0.999184
62,86,0.000000
62,35,0.749182
62,151,0.000000
62,102,0.000000
62,67,0.799470
62,13,0.879812
62,41,0.000000
62,18,0.000000
62,118,0.000000
62,104,0.000000
62,148,0.216844
62,85,0.972251
62,103,0.996495
62,82,0.000000
62,160,0.000000
62,56,0.761481
62,98,0.749205
62,74,0.000000
62,138,0.000000
62,54,0.988313
62,156,0.500000
62,140,0.000000
62,145,0.000000
62,72,0.000000
62,2,0.500000
62,92,0.000000
62,107,0.880638
62,50,0.961542
62,84,0.500000
62,165,0.000000
62,49,0.000000
62,111,0.000000
62,28,0.000000
62,157,0.000000
62,22,0.000000
62,61,0.000000
62,164,0.500000
62,52,0.000000
62,29,0.000000
62,37,0.000000
62,79,0.000000
62,154,0.754087
62,101,0.000000
62,109,0.000000
62,124,0.000000
62,15,0.000000
62,141,0.000000
62,125,0.860821
62,88,0.000000
62,134,0.000000
62,63,0.000000
62,75,0.000000
62,31,0.000000
62,51,0.000000
62,21,0.000000
62,100,0.000000
62,48,0.000000
62,68,0.000000
62,12,0.000000
62,149,0.684643
62,16,0.000000
62,25,0.000000
62,115,0.000000
62,159,0.000000
62,59,0.000000
62,139,0.000000
62,122,0.000000
62,114,0.000000
62,120,0.000000
62,26,0.000000
62,70,0.000000
62,5,0.000000
62,7,0.000000
62,10,0.000000
62,9,0.000000
62,42,0.000000
62,40,0.000000
62,34,0.000000
62,99,0.000000
62,76,0.000000
62,131,0.000000
62,38,0.000000
62,20,0.000000
62,4,0.000000
62,23,0.000000
62,24,0.000000
62,1,0.000000
62,6,0.000000
62,71,0.000000
62,53,0.000000
62,87,0.000000
62,46,0.000000
62,96,0.000000
62,43,0.000000
62,106,0.000000
62,93,0.000000
39,17,0.873449
39,161,0.749713
39,146,0.000000
39,90,0.000000
39,105,0.735797
39,129,0.749825
39,62,0.748081
39,39,0.000000
39,81,0.889351
39,112,0.500000
39,60,0.786329
39,57,0.000000
39,94,0.691235
39,77,0.638901
39,162,0.000000
39,142,0.000000
39,117,0.000000
39,30,0.500000
39,158,0.000000
39,65,0.000000
39,135,0.679358
39,150,0.948668
39,91,0.500000
39,66,0.749987
39,89,0.967972
39,143,0.000000
39,133,0.910581
39,19,0.702337
39,73,0.874412
39,144,0.600017
39,47,0.500000
39,78,0.500000
39,33,0.923084
39,45,0.873390
39,108,0.500000
39,136,0.000000
39,44,0.000000
39,166,0.783404
39,123,0.500000
39,116,0.000000
39,83,0.000000
39,152,0.000000
39,95,0.965338
39,64,0.970804
39,147,0.000000
39,127,0.000000
39,137,0.733042
39,126,0.500000
39,27,0.000000
39,80,0.000000
39,55,0.000000
39,97,0.784454
39,110,0.000000
39,14,0.749974
39,163,0.835725
39,69,0.649740
39,32,0.500000
39,153,0.000000
39,167,0.000000
39,113,0.500000
39,121,0.000000
39,3,0.749981
39,132,0.000000
39,36,0.000000
39,130,0.000000
39,58,0.749846
39,11,0.000000
39,119,0.842679
39,8,0.642478
39,155,0.000000
39,128,0.000000
39,86,0.867467
39,35,0.000000
39,151,0.000000
39,102,0.000000
39,67,0.749960
39,13,0.747149
39,41,0.000000
39,18,0.500000
39,118,0.000000
39,104,0.500000
39,148,0.500000
39,85,0.500000
39,103,0.932820
39,82,0.720578
39,160,0.000000
39,56,0.968718
39,98,0.749145
39,74,0.500000
39,138,0.000000
39,54,0.681094
39,156,0.617048
39,140,0.826812
39,145,0.000000
39,72,0.000000
39,2,0.000000
39,92,0.000000
39,107,0.927109
39,50,0.500000
39,84,0.000000
39,165,0.000000
39,49,0.996462
39,111,0.000000
39,28,0.512801
39,157,0.792481
39,22,0.000000
39,61,0.974021
39,164,0.000000
39,52,0.853674
39,29,0.000000
39,37,0.749389
39,79,0.000000
39,154,0.000000
39,101,0.500000
39,109,0.000000
39,124,0.000000
39,15,0.000000
39,141,0.347614
39,125,0.000000
39,88,0.000000
39,134,0.000000
39,63,0.000000
39,75,0.000000
39,31,0.000000
39,51,0.000000
39,21,0.000000
39,100,0.000000
39,48,0.000000
39,68,0.000000
39,12,0.000000
39,149,0.000000
39,16,0.000000
39,25,0.000000
39,115,0.000000
39,159,0.000000
39,59,0.000000
39,139,0.000000
39,122,0.000000
39,114,0.000000
39,120,0.000000
39,26,0.000000
39,70,0.000000
39,5,0.000000
39,7,0.000000
39,10,0.000000
39,9,0.000000
39,42,0.000000
39,40,0.000000
39,34,0.000000
39,99,0.000000
39,76,0.000000
39,131,0.000000
39,38,0.000000
39,20,0.000000
39,4,0.000000
39,23,0.000000
39,24,0.000000
39,1,0.000000
39,6,0.000000
39,71,0.000000
39,53,0.000000
39,87,0.000000
39,46,0.500000
39,96,0.000000
39,43,0.000000
39,106,0.000000
39,93,0.000000
81,17,0.681269
81,161,0.500000
81,146,0.000000
81,90,0.000000
81,105,0.713645
81,129,0.000000
81,62,0.749995
81,39,0.889351
81,81,0.000000
81,112,0.000000
81,60,0.500000
81,57,0.000000
81,94,0.500000
81,77,0.000000
81,162,0.000000
81,142,0.000000
81,117,0.000000
81,30,0.000000
81,158,0.000000
81,65,0.000000
81,135,0.000000
81,150,0.000000
81,91,0.000000
81,66,0.000000
81,89,0.874791
81,143,0.000000
81,133,0.000000
81,19,0.000000
81,73,0.749956
81,144,0.000000
81,47,0.000000
81,78,0.000000
81,33,0.000000
81,45,0.749991
81,108,0.000000
81,136,0.000000
81,44,0.000000
81,166,0.500000
81,123,0.000000
81,116,0.000000
81,83,0.000000
81,152,0.000000
81,95,0.944754
81,64,0.500000
81,147,0.000000
81,127,0.000000
81,137,0.000000
81,126,0.000000
81,27,0.000000
81,80,0.000000
81,55,0.748258
81,97,0.500000
81,110,0.000000
81,14,0.000000
81,163,0.000000
81,69,0.749913
81,32,0.000000
81,153,0.000000
81,167,0.000000
81,113,0.679127
81,121,0.000000
81,3,0.500000
81,132,0.218922
81,36,0.750000
81,130,0.000000
81,58,0.703737
81,11,0.000000
81,119,0.000000
81,8,0.000000
81,155,0.500000
81,128,0.000000
81,86,0.500000
81,35,0.000000
81,151,0.500000
81,102,0.500000
81,67,0.500000
81,13,0.500000
81,41,0.000000
81,18,0.000000
81,118,0.000000
81,104,0.000000
81,148,0.500000
81,85,0.375509
81,103,0.976995
81,82,0.000000
81,160,0.000000
81,56,0.950239
81,98,0.000000
81,74,0.000000
81,138,0.000000
81,54,0.953756
81,156,0.000000
81,140,0.000000
81,145,0.000000
81,72,0.000000
81,2,0.000000
81,92,0.000000
81,107,0.000000
81,50,0.500000
81,84,0.000000
81,165,0.000000
81,49,0.000000
81,111,0.000000
81,28,0.000000
81,157,0.000000
81,22,0.000000
81,61,0.000000
81,164,0.500000
81,52,0.712058
81,29,0.000000
81,37,0.000000
81,79,0.000000
81,154,0.000000
81,101,0.000000
81,109,0.000000
81,124,0.000000
81,15,0.000000
81,141,0.000000
81,125,0.000000
81,88,0.000000
81,134,0.000000
81,63,0.000000
81,75,0.000000
81,31,0.000000
81,51,0.000000
81,21,0.000000
81,100,0.000000
81,48,0.000000
81,68,0.000000
81,12,0.000000
81,149,0.000000
81,16,0.000000
81,25,0.000000
81,115,0.000000
81,159,0.000000
81,59,0.000000
81,139,0.000000
81,122,0.000000
81,114,0.000000
81,120,0.000000
81,26,0.000000
81,70,0.000000
81,5,0.000000
81,7,0.000000
81,10,0.000000
81,9,0.000000
81,42,0.000000
81,40,0.000000
81,34,0.000000
81,99,0.000000
81,76,0.000000
81,131,0.000000
81,38,0.000000
81,20,0.000000
81,4,0.000000
81,23,0.000000
81,24,0.000000
81,1,0.000000
81,6,0.000000
81,71,0.000000
81,53,0.000000
81,87,0.000000
81,46,0.000000
81,96,0.000000
81,43,0.000000
81,106,0.000000
81,93,0.000000
112,17,0.874621
112,161,0.000000
112,146,0.000000
112,90,0.000000
112,105,0.734516
112,129,0.000000
112,62,0.000000
112,39,0.500000
112,81,0.000000
112,112,0.000000
112,60,0.500000
112,57,0.812831
112,94,0.500000
112,77,0.000000
112,162,0.937455
112,142,0.580580
112,117,0.500000
112,30,0.000000
112,158,0.000000
112,65,0.873828
112,135,0.000000
112,150,0.000000
112,91,0.000000
112,66,0.500000
112,89,0.617475
112,143,0.000000
112,133,0.000000
112,19,0.625087
112,73,0.500000
112,144,0.000000
112,47,0.903726
112,78,0.000000
112,33,0.000000
112,45,0.000000
112,108,0.000000
112,136,0.000000
112,44,0.000000
112,166,0.968594
112,123,0.710107
112,116,0.000000
112,83,0.000000
112,152,0.000000
112,95,0.500000
112,64,0.000000
112,147,0.000000
112,127,0.000000
112,137,0.846645
112,126,0.731366
112,27,0.500000
112,80,0.000000
